# dt           R           V
  9.0791e+01 -2.5783e+11 -6.1222e+09
  9.0891e+01  3.0207e+11  7.1648e+09
  9.0891e+01  6.1492e+09  1.4585e+08
  9.0891e+01 -2.5840e+11 -6.1290e+09
  9.0991e+01  3.0274e+11  7.1727e+09
  9.0991e+01  6.1627e+09  1.4601e+08
  9.0991e+01 -2.5897e+11 -6.1357e+09
  9.1091e+01  3.0340e+11  7.1806e+09
  9.1091e+01  6.1763e+09  1.4617e+08
  9.1091e+01 -2.5954e+11 -6.1425e+09
  9.1191e+01  3.0407e+11  7.1885e+09
  9.1191e+01  6.1899e+09  1.4633e+08
  9.1191e+01 -2.6011e+11 -6.1492e+09
  9.1291e+01  3.0474e+11  7.1964e+09
  9.1291e+01  6.2034e+09  1.4649e+08
  9.1291e+01 -2.6068e+11 -6.1560e+09
  9.1391e+01  3.0541e+11  7.2043e+09
  9.1391e+01  6.2171e+09  1.4666e+08
  9.1391e+01 -2.6125e+11 -6.1627e+09
  9.1491e+01  3.0608e+11  7.2122e+09
  9.1491e+01  6.2307e+09  1.4682e+08
  9.1491e+01 -2.6183e+11 -6.1695e+09
  9.1592e+01  3.0675e+11  7.2201e+09
  9.1592e+01  6.2443e+09  1.4698e+08
  9.1592e+01 -2.6240e+11 -6.1762e+09
  9.1692e+01  3.0742e+11  7.2280e+09
  9.1692e+01  6.2580e+09  1.4714e+08
  9.1692e+01 -2.6297e+11 -6.1830e+09
  9.1792e+01  3.0809e+11  7.2359e+09
  9.1792e+01  6.2717e+09  1.4730e+08
  9.1792e+01 -2.6355e+11 -6.1897e+09
  9.1892e+01  3.0876e+11  7.2437e+09
  9.1892e+01  6.2853e+09  1.4746e+08
  9.1892e+01 -2.6412e+11 -6.1965e+09
  9.1992e+01  3.0943e+11  7.2516e+09
  9.1992e+01  6.2990e+09  1.4762e+08
  9.1992e+01 -2.6470e+11 -6.2032e+09
  9.2092e+01  3.1011e+11  7.2595e+09
  9.2092e+01  6.3128e+09  1.4778e+08
  9.2092e+01 -2.6527e+11 -6.2100e+09
  9.2192e+01  3.1078e+11  7.2674e+09
  9.2192e+01  6.3265e+09  1.4794e+08
  9.2192e+01 -2.6585e+11 -6.2167e+09
  9.2292e+01  3.1146e+11  7.2753e+09
  9.2292e+01  6.3402e+09  1.4810e+08
  9.2292e+01 -2.6643e+11 -6.2235e+09
  9.2392e+01  3.1213e+11  7.2832e+09
  9.2392e+01  6.3540e+09  1.4826e+08
  9.2392e+01 -2.6701e+11 -6.2302e+09
  9.2492e+01  3.1281e+11  7.2911e+09
  9.2492e+01  6.3678e+09  1.4842e+08
  9.2492e+01 -2.6759e+11 -6.2370e+09
  9.2593e+01  3.1349e+11  7.2990e+09
  9.2593e+01  6.3816e+09  1.4858e+08
  9.2593e+01 -2.6817e+11 -6.2437e+09
  9.2693e+01  3.1417e+11  7.3069e+09
  9.2693e+01  6.3954e+09  1.4874e+08
  9.2693e+01 -2.6875e+11 -6.2505e+09
  9.2793e+01  3.1485e+11  7.3148e+09
  9.2793e+01  6.4092e+09  1.4890e+08
  9.2793e+01 -2.6933e+11 -6.2572e+09
  9.2893e+01  3.1552e+11  7.3226e+09
  9.2893e+01  6.4230e+09  1.4906e+08
  9.2893e+01 -2.6991e+11 -6.2640e+09
  9.2993e+01  3.1621e+11  7.3305e+09
  9.2993e+01  6.4369e+09  1.4923e+08
  9.2993e+01 -2.7049e+11 -6.2707e+09
  9.3093e+01  3.1689e+11  7.3384e+09
  9.3093e+01  6.4507e+09  1.4939e+08
  9.3093e+01 -2.7107e+11 -6.2775e+09
  9.3193e+01  3.1757e+11  7.3463e+09
  9.3193e+01  6.4646e+09  1.4955e+08
  9.3193e+01 -2.7166e+11 -6.2842e+09
  9.3293e+01  3.1825e+11  7.3542e+09
  9.3293e+01  6.4785e+09  1.4971e+08
  9.3293e+01 -2.7224e+11 -6.2910e+09
  9.3393e+01  3.1893e+11  7.3621e+09
  9.3393e+01  6.4924e+09  1.4987e+08
  9.3393e+01 -2.7282e+11 -6.2977e+09
  9.3493e+01  3.1962e+11  7.3700e+09
  9.3493e+01  6.5063e+09  1.5003e+08
  9.3493e+01 -2.7341e+11 -6.3045e+09
  9.3594e+01  3.2030e+11  7.3779e+09
  9.3594e+01  6.5203e+09  1.5019e+08
  9.3594e+01 -2.7400e+11 -6.3112e+09
  9.3694e+01  3.2099e+11  7.3858e+09
  9.3694e+01  6.5342e+09  1.5035e+08
  9.3694e+01 -2.7458e+11 -6.3180e+09
  9.3794e+01  3.2167e+11  7.3937e+09
  9.3794e+01  6.5482e+09  1.5051e+08
  9.3794e+01 -2.7517e+11 -6.3247e+09
  9.3894e+01  3.2236e+11  7.4016e+09
  9.3894e+01  6.5622e+09  1.5067e+08
  9.3894e+01 -2.7576e+11 -6.3315e+09
  9.3994e+01  3.2305e+11  7.4094e+09
  9.3994e+01  6.5762e+09  1.5083e+08
  9.3994e+01 -2.7634e+11 -6.3382e+09
  9.4094e+01  3.2374e+11  7.4173e+09
  9.4094e+01  6.5902e+09  1.5099e+08
  9.4094e+01 -2.7693e+11 -6.3450e+09
  9.4194e+01  3.2443e+11  7.4252e+09
  9.4194e+01  6.6042e+09  1.5115e+08
  9.4194e+01 -2.7752e+11 -6.3517e+09
  9.4294e+01  3.2512e+11  7.4331e+09
  9.4294e+01  6.6183e+09  1.5131e+08
  9.4294e+01 -2.7811e+11 -6.3585e+09
  9.4394e+01  3.2581e+11  7.4410e+09
  9.4394e+01  6.6323e+09  1.5147e+08
  9.4394e+01 -2.7870e+11 -6.3652e+09
  9.4494e+01  3.2650e+11  7.4489e+09
  9.4494e+01  6.6464e+09  1.5163e+08
  9.4494e+01 -2.7930e+11 -6.3720e+09
  9.4595e+01  3.2719e+11  7.4568e+09
  9.4595e+01  6.6605e+09  1.5180e+08
  9.4595e+01 -2.7989e+11 -6.3787e+09
  9.4695e+01  3.2788e+11  7.4647e+09
  9.4695e+01  6.6746e+09  1.5196e+08
  9.4695e+01 -2.8048e+11 -6.3855e+09
  9.4795e+01  3.2858e+11  7.4726e+09
  9.4795e+01  6.6887e+09  1.5212e+08
  9.4795e+01 -2.8107e+11 -6.3922e+09
  9.4895e+01  3.2927e+11  7.4805e+09
  9.4895e+01  6.7029e+09  1.5228e+08
  9.4895e+01 -2.8167e+11 -6.3990e+09
  9.4995e+01  3.2997e+11  7.4884e+09
  9.4995e+01  6.7170e+09  1.5244e+08
  9.4995e+01 -2.8226e+11 -6.4057e+09
  9.5095e+01  3.3066e+11  7.4962e+09
  9.5095e+01  6.7312e+09  1.5260e+08
  9.5095e+01 -2.8286e+11 -6.4125e+09
  9.5195e+01  3.3136e+11  7.5041e+09
  9.5195e+01  6.7454e+09  1.5276e+08
  9.5195e+01 -2.8345e+11 -6.4192e+09
  9.5295e+01  3.3206e+11  7.5120e+09
  9.5295e+01  6.7595e+09  1.5292e+08
  9.5295e+01 -2.8405e+11 -6.4260e+09
  9.5395e+01  3.3275e+11  7.5199e+09
  9.5395e+01  6.7738e+09  1.5308e+08
  9.5395e+01 -2.8465e+11 -6.4327e+09
  9.5495e+01  3.3345e+11  7.5278e+09
  9.5495e+01  6.7880e+09  1.5324e+08
  9.5495e+01 -2.8524e+11 -6.4395e+09
  9.5596e+01  3.3415e+11  7.5357e+09
  9.5596e+01  6.8022e+09  1.5340e+08
  9.5596e+01 -2.8584e+11 -6.4462e+09
  9.5696e+01  3.3485e+11  7.5436e+09
  9.5696e+01  6.8165e+09  1.5356e+08
  9.5696e+01 -2.8644e+11 -6.4530e+09
  9.5796e+01  3.3555e+11  7.5515e+09
  9.5796e+01  6.8307e+09  1.5372e+08
  9.5796e+01 -2.8704e+11 -6.4597e+09
  9.5896e+01  3.3625e+11  7.5594e+09
  9.5896e+01  6.8450e+09  1.5388e+08
  9.5896e+01 -2.8764e+11 -6.4665e+09
  9.5996e+01  3.3696e+11  7.5673e+09
  9.5996e+01  6.8593e+09  1.5404e+08
  9.5996e+01 -2.8824e+11 -6.4732e+09
  9.6096e+01  3.3766e+11  7.5752e+09
  9.6096e+01  6.8736e+09  1.5420e+08
  9.6096e+01 -2.8884e+11 -6.4800e+09
  9.6196e+01  3.3836e+11  7.5830e+09
  9.6196e+01  6.8880e+09  1.5437e+08
  9.6196e+01 -2.8945e+11 -6.4867e+09
  9.6296e+01  3.3907e+11  7.5909e+09
  9.6296e+01  6.9023e+09  1.5453e+08
  9.6296e+01 -2.9005e+11 -6.4935e+09
  9.6396e+01  3.3977e+11  7.5988e+09
  9.6396e+01  6.9167e+09  1.5469e+08
  9.6396e+01 -2.9065e+11 -6.5002e+09
  9.6496e+01  3.4048e+11  7.6067e+09
  9.6496e+01  6.9310e+09  1.5485e+08
  9.6496e+01 -2.9126e+11 -6.5070e+09
  9.6597e+01  3.4119e+11  7.6146e+09
  9.6597e+01  6.9454e+09  1.5501e+08
  9.6597e+01 -2.9186e+11 -6.5137e+09
  9.6697e+01  3.4189e+11  7.6225e+09
  9.6697e+01  6.9598e+09  1.5517e+08
  9.6697e+01 -2.9247e+11 -6.5205e+09
  9.6797e+01  3.4260e+11  7.6304e+09
  9.6797e+01  6.9742e+09  1.5533e+08
  9.6797e+01 -2.9307e+11 -6.5272e+09
  9.6897e+01  3.4331e+11  7.6383e+09
  9.6897e+01  6.9887e+09  1.5549e+08
  9.6897e+01 -2.9368e+11 -6.5340e+09
  9.6997e+01  3.4402e+11  7.6462e+09
  9.6997e+01  7.0031e+09  1.5565e+08
  9.6997e+01 -2.9428e+11 -6.5407e+09
  9.7097e+01  3.4473e+11  7.6541e+09
  9.7097e+01  7.0176e+09  1.5581e+08
  9.7097e+01 -2.9489e+11 -6.5475e+09
  9.7197e+01  3.4544e+11  7.6620e+09
  9.7197e+01  7.0321e+09  1.5597e+08
  9.7197e+01 -2.9550e+11 -6.5542e+09
  9.7297e+01  3.4615e+11  7.6698e+09
  9.7297e+01  7.0465e+09  1.5613e+08
  9.7297e+01 -2.9611e+11 -6.5610e+09
  9.7397e+01  3.4687e+11  7.6777e+09
  9.7397e+01  7.0610e+09  1.5629e+08
  9.7397e+01 -2.9672e+11 -6.5677e+09
  9.7497e+01  3.4758e+11  7.6856e+09
  9.7497e+01  7.0756e+09  1.5645e+08
  9.7497e+01 -2.9733e+11 -6.5745e+09
  9.7598e+01  3.4829e+11  7.6935e+09
  9.7598e+01  7.0901e+09  1.5661e+08
  9.7598e+01 -2.9794e+11 -6.5812e+09
  9.7698e+01  3.4901e+11  7.7014e+09
  9.7698e+01  7.1047e+09  1.5677e+08
  9.7698e+01 -2.9855e+11 -6.5880e+09
  9.7798e+01  3.4972e+11  7.7093e+09
  9.7798e+01  7.1192e+09  1.5694e+08
  9.7798e+01 -2.9916e+11 -6.5947e+09
  9.7898e+01  3.5044e+11  7.7172e+09
  9.7898e+01  7.1338e+09  1.5710e+08
  9.7898e+01 -2.9978e+11 -6.6015e+09
  9.7998e+01  3.5116e+11  7.7251e+09
  9.7998e+01  7.1484e+09  1.5726e+08
  9.7998e+01 -3.0039e+11 -6.6082e+09
  9.8098e+01  3.5188e+11  7.7330e+09
  9.8098e+01  7.1630e+09  1.5742e+08
  9.8098e+01 -3.0100e+11 -6.6150e+09
  9.8198e+01  3.5259e+11  7.7409e+09
  9.8198e+01  7.1776e+09  1.5758e+08
  9.8198e+01 -3.0162e+11 -6.6217e+09
  9.8298e+01  3.5331e+11  7.7488e+09
  9.8298e+01  7.1923e+09  1.5774e+08
  9.8298e+01 -3.0223e+11 -6.6285e+09
  9.8398e+01  3.5403e+11  7.7566e+09
  9.8398e+01  7.2069e+09  1.5790e+08
  9.8398e+01 -3.0285e+11 -6.6352e+09
  9.8498e+01  3.5475e+11  7.7645e+09
  9.8498e+01  7.2216e+09  1.5806e+08
  9.8498e+01 -3.0347e+11 -6.6420e+09
  9.8599e+01  3.5548e+11  7.7724e+09
  9.8599e+01  7.2363e+09  1.5822e+08
  9.8599e+01 -3.0408e+11 -6.6487e+09
  9.8699e+01  3.5620e+11  7.7803e+09
  9.8699e+01  7.2510e+09  1.5838e+08
  9.8699e+01 -3.0470e+11 -6.6555e+09
  9.8799e+01  3.5692e+11  7.7882e+09
  9.8799e+01  7.2657e+09  1.5854e+08
  9.8799e+01 -3.0532e+11 -6.6622e+09
  9.8899e+01  3.5764e+11  7.7961e+09
  9.8899e+01  7.2804e+09  1.5870e+08
  9.8899e+01 -3.0594e+11 -6.6690e+09
  9.8999e+01  3.5837e+11  7.8040e+09
  9.8999e+01  7.2952e+09  1.5886e+08
  9.8999e+01 -3.0656e+11 -6.6757e+09
  9.9099e+01  3.5909e+11  7.8119e+09
  9.9099e+01  7.3099e+09  1.5902e+08
  9.9099e+01 -3.0718e+11 -6.6825e+09
  9.9199e+01  3.5982e+11  7.8198e+09
  9.9199e+01  7.3247e+09  1.5918e+08
  9.9199e+01 -3.0780e+11 -6.6892e+09
  9.9299e+01  3.6055e+11  7.8277e+09
  9.9299e+01  7.3395e+09  1.5934e+08
  9.9299e+01 -3.0842e+11 -6.6960e+09
  9.9399e+01  3.6127e+11  7.8356e+09
  9.9399e+01  7.3543e+09  1.5951e+08
  9.9399e+01 -3.0904e+11 -6.7027e+09
  9.9499e+01  3.6200e+11  7.8434e+09
  9.9499e+01  7.3691e+09  1.5967e+08
  9.9499e+01 -3.0967e+11 -6.7095e+09
  9.9600e+01  3.6273e+11  7.8513e+09
  9.9600e+01  7.3840e+09  1.5983e+08
  9.9600e+01 -3.1029e+11 -6.7162e+09
  9.9700e+01  3.6346e+11  7.8592e+09
  9.9700e+01  7.3988e+09  1.5999e+08
  9.9700e+01 -3.1091e+11 -6.7230e+09
  9.9800e+01  3.6419e+11  7.8671e+09
  9.9800e+01  7.4137e+09  1.6015e+08
  9.9800e+01 -3.1154e+11 -6.7297e+09
  9.9900e+01  3.6492e+11  7.8750e+09
  9.9900e+01  7.4286e+09  1.6031e+08
  9.9900e+01 -3.1216e+11 -6.7365e+09
  1.0000e+02  3.6565e+11  7.8829e+09
  1.0000e+02  7.4435e+09  1.6047e+08
  1.0000e+02 -3.1279e+11 -6.7432e+09
